student_id,age,gender,education_level,school_type,family_income,parent_education,previous_exam_score,previous_gpa,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,study_consistency,study_environment,revision_frequency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_093571,18,Female,High School,Private,Lower-Middle,Master,70.6,2.74,65.53,Medium,3.24,1.69,0,Medium,Noisy,Weekly,1,7.75,3.12,1.73,9,1,Medium,22,91,63,81.92,5.24,68.72,C,Pass,Medium
STU_093572,16,Male,Undergraduate,Public,High,Bachelor,66.73,2.78,77.68,High,4.21,2.73,0,Medium,Quiet,Weekly,10,9.55,2.57,2.79,8,1,Hard,12,94,68,77.21,7.69,73.5,C,Pass,Medium
STU_093573,14,Male,Undergraduate,Public,Middle,High School,67.8,2.88,72.43,Medium,3.61,3.11,0,Medium,Noisy,Rarely,7,7.61,1.0,0.83,10,1,Medium,4,99,47,67.75,10.0,47.46,F,Fail,Low
STU_093574,16,Female,Undergraduate,Private,Upper-Middle,Associate,71.59,2.76,80.99,Medium,4.81,2.56,0,Medium,Quiet,Daily,8,7.79,3.39,2.56,9,1,Easy,9,98,89,82.57,9.34,89.25,A,Pass,High
STU_093575,17,Male,High School,Public,Lower-Middle,Master,75.09,3.16,70.9,Medium,2.35,1.8,0,Low,Moderate,Daily,4,5.86,8.08,2.14,10,1,Easy,27,93,68,54.53,10.0,71.66,C,Pass,Medium
STU_093576,15,Female,High School,Private,Low,Bachelor,53.95,2.17,74.71,High,1.56,0.96,0,High,Quiet,Rarely,7,7.46,6.47,0.59,10,1,Medium,7,96,52,79.0,8.84,55.51,D,Pass,Low
STU_093577,20,Male,Undergraduate,Public,Lower-Middle,High School,59.72,2.24,65.67,Medium,1.39,0.79,0,Low,Moderate,Weekly,7,8.77,4.68,5.23,10,1,Medium,7,92,66,79.0,10.0,69.53,C,Pass,Medium
STU_093578,14,Female,High School,Public,Upper-Middle,Bachelor,83.37,3.57,71.54,Medium,2.91,1.63,0,Low,Moderate,Rarely,6,8.34,7.16,2.9,10,1,Hard,11,89,54,79.0,8.57,61.37,D,Pass,Medium
STU_093579,15,Male,Undergraduate,Public,Upper-Middle,Associate,54.6,2.19,76.08,Low,1.42,0.85,0,High,Quiet,Daily,5,5.4,5.13,0.15,8,1,Easy,17,99,50,61.58,6.43,51.52,D,Pass,Low
STU_093580,17,Female,Undergraduate,Public,Upper-Middle,Bachelor,77.5,2.78,63.96,High,1.57,1.27,1,Low,Moderate,Rarely,3,6.43,2.65,0.59,9,1,Medium,29,95,60,63.88,9.52,64.51,D,Pass,Medium
STU_093581,19,Male,High School,Private,High,Bachelor,76.11,3.01,86.71,Medium,2.7,1.83,0,Medium,Quiet,Rarely,5,7.65,6.88,0.84,10,1,Hard,8,85,46,100.0,8.44,56.17,D,Pass,Low
STU_093582,18,Male,High School,Private,Lower-Middle,Bachelor,60.21,2.47,84.67,Medium,5.94,3.22,0,Medium,Quiet,Weekly,5,5.28,3.05,3.59,10,1,Hard,19,98,52,79.0,7.86,53.81,D,Pass,Low
STU_093583,14,Male,High School,Charter,Low,High School,70.16,2.72,73.9,High,3.25,2.71,0,Medium,Moderate,Rarely,5,8.87,7.7,0.02,10,1,Medium,28,86,69,100.0,10.0,77.12,B,Pass,Medium
STU_093584,20,Male,High School,Public,Upper-Middle,Associate,78.86,3.05,82.16,Medium,2.47,1.27,1,Medium,Noisy,Daily,4,6.74,5.58,1.56,10,1,Medium,1,92,38,94.49,10.0,41.18,F,Fail,Low
STU_093585,14,Female,High School,Private,Lower-Middle,Master,55.09,2.1,83.31,Low,3.16,2.54,0,Medium,Noisy,Weekly,3,8.28,5.51,0.27,10,0,Medium,12,98,49,80.63,10.0,51.83,D,Pass,Low
STU_093586,14,Female,Undergraduate,Private,High,High School,64.3,2.78,82.78,High,2.45,1.5,0,Low,Quiet,Daily,6,6.62,7.69,0.66,10,1,Medium,4,91,58,96.4,10.0,62.24,D,Pass,Medium
STU_093587,18,Male,High School,Private,Middle,Associate,63.56,2.52,50.46,Medium,1.12,0.98,1,High,Moderate,Weekly,6,8.6,4.03,0.6,10,1,Medium,13,98,62,85.66,8.82,61.07,D,Pass,Medium
STU_093588,15,Male,Undergraduate,Private,Lower-Middle,High School,52.36,2.17,73.81,Low,3.95,2.2,0,Medium,Moderate,Weekly,8,5.94,3.54,3.45,10,0,Medium,13,99,55,84.2,9.28,55.61,D,Pass,Low
STU_093589,18,Male,Undergraduate,Public,Upper-Middle,High School,67.86,2.72,71.99,High,1.74,1.13,0,Medium,Moderate,Weekly,6,7.84,2.67,0.28,10,1,Hard,21,92,39,73.63,9.21,41.4,F,Fail,Low
STU_093590,19,Male,High School,Public,Low,High School,75.48,3.13,77.9,Low,2.14,1.52,0,Medium,Quiet,Weekly,3,7.9,2.14,3.09,10,1,Easy,12,91,69,76.0,10.0,74.42,C,Pass,Medium
STU_093591,15,Male,Undergraduate,Public,Middle,Master,57.35,2.31,98.58,Medium,7.28,3.88,1,High,Quiet,Rarely,10,6.64,2.96,0.19,9,1,Hard,10,98,63,79.0,10.0,64.34,D,Pass,Medium
STU_093592,19,Female,High School,Private,Lower-Middle,High School,71.06,2.83,71.23,Low,3.29,2.67,0,Medium,Quiet,Rarely,8,7.21,1.0,5.04,10,1,Medium,30,100,78,98.95,8.34,76.97,B,Pass,Medium
STU_093593,14,Male,High School,Charter,Lower-Middle,Master,71.54,2.91,45.35,Medium,0.89,0.65,1,Low,Quiet,Daily,2,5.48,3.82,1.46,10,1,Medium,28,97,41,87.0,10.0,43.58,F,Fail,Low
STU_093594,18,Female,Undergraduate,Charter,Lower-Middle,Master,63.07,2.65,64.7,Medium,4.46,3.26,0,High,Quiet,Rarely,7,7.07,4.6,0.01,10,1,Easy,11,96,71,79.23,10.0,76.27,B,Pass,Medium
STU_093595,19,Female,High School,Public,Lower-Middle,Unknown,56.47,2.28,77.03,Medium,1.34,1.19,1,High,Noisy,Weekly,10,8.33,9.69,2.54,10,1,Hard,22,99,39,92.92,10.0,37.64,F,Fail,Low
STU_093596,20,Female,Undergraduate,Public,Upper-Middle,High School,100.0,4.0,62.04,Medium,1.33,1.04,1,Medium,Quiet,Weekly,4,7.7,4.8,1.12,10,1,Medium,22,97,70,77.63,10.0,74.95,C,Pass,Medium
STU_093597,20,Female,Undergraduate,Public,Middle,Master,63.32,2.52,89.65,Medium,4.32,2.79,1,Low,Quiet,Daily,11,6.08,6.06,0.54,10,1,Medium,9,89,47,84.05,10.0,55.36,D,Pass,Low
STU_093598,20,Female,High School,Charter,Middle,Bachelor,62.38,2.41,72.65,Low,1.61,0.91,0,Medium,Quiet,Rarely,6,6.9,5.85,1.53,9,1,Medium,21,100,51,70.09,6.89,48.18,F,Fail,Low
STU_093599,17,Female,High School,Public,Middle,High School,52.08,1.99,73.3,Medium,2.68,1.5,0,Low,Quiet,Daily,6,5.96,4.17,2.18,10,1,Medium,22,99,46,63.19,8.19,47.83,F,Fail,Low
STU_093600,18,Male,Undergraduate,Private,Middle,Unknown,81.03,3.26,67.11,High,2.36,1.96,1,Medium,Quiet,Daily,12,5.6,2.45,11.7,10,1,Hard,28,86,63,62.62,10.0,72.4,C,Pass,Medium
STU_093601,15,Female,Undergraduate,Private,High,Unknown,58.52,2.47,51.23,Low,0.86,0.51,0,High,Noisy,Weekly,5,5.97,4.32,5.01,10,0,Easy,16,90,40,72.24,9.92,43.51,F,Fail,Low
STU_093602,14,Female,Undergraduate,Private,High,High School,50.29,2.16,76.83,Medium,5.05,3.13,1,Low,Quiet,Rarely,10,8.12,6.31,2.72,10,1,Medium,27,89,62,72.88,9.56,69.75,C,Pass,Medium
STU_093603,15,Female,High School,Public,Low,Bachelor,66.11,2.56,58.2,Medium,4.33,2.27,0,Medium,Moderate,Weekly,6,4.65,3.11,3.43,10,1,Medium,28,85,61,71.25,9.75,70.69,C,Pass,Medium
STU_093604,16,Male,High School,Public,Low,High School,68.9,2.76,66.06,High,2.85,1.9,0,Low,Quiet,Weekly,7,8.02,5.44,0.96,10,1,Medium,11,85,57,100.0,8.99,68.13,C,Pass,Medium
STU_093605,14,Male,Undergraduate,Charter,Lower-Middle,Master,86.73,3.47,72.92,High,3.17,2.16,1,High,Quiet,Weekly,3,5.2,3.58,3.95,10,1,Hard,2,90,31,77.45,8.85,31.46,F,Fail,Low
STU_093606,17,Male,High School,Private,Lower-Middle,Associate,80.56,3.38,83.63,High,9.78,8.53,0,Medium,Quiet,Daily,12,7.02,5.42,4.07,10,1,Easy,2,97,92,91.63,9.1,93.4,A,Pass,High
STU_093607,17,Male,High School,Private,Upper-Middle,High School,65.82,2.46,72.07,Medium,0.86,0.47,1,Low,Quiet,Weekly,2,7.17,3.74,5.0,10,1,Easy,25,85,47,79.12,10.0,52.12,D,Pass,Low
STU_093608,16,Male,High School,Public,Middle,Associate,100.0,3.9,45.71,Low,2.47,1.28,1,Medium,Moderate,Weekly,8,7.97,7.66,2.52,10,1,Hard,24,99,81,92.86,10.0,81.51,B,Pass,High
STU_093609,15,Female,Undergraduate,Public,Lower-Middle,Master,56.18,2.18,58.93,High,2.14,1.88,1,High,Quiet,Rarely,6,6.64,3.93,0.71,10,1,Easy,18,97,53,91.39,10.0,52.52,D,Pass,Low
STU_093610,20,Female,High School,Charter,High,Master,55.17,2.78,72.77,Low,5.8,4.35,0,Medium,Quiet,Weekly,6,8.53,5.29,1.13,10,0,Medium,25,93,51,73.66,8.36,53.59,D,Pass,Low
STU_093611,17,Female,High School,Public,Low,Bachelor,52.79,2.14,63.63,High,2.08,1.17,0,High,Quiet,Daily,6,5.8,3.84,1.11,10,1,Easy,15,87,51,100.0,9.42,58.78,D,Pass,Low
STU_093612,15,Female,High School,Private,Middle,Master,49.03,2.34,62.4,Low,2.09,1.18,0,Medium,Moderate,Weekly,9,8.73,3.76,1.39,10,1,Medium,21,91,52,76.2,10.0,59.41,D,Pass,Low
STU_093613,14,Male,Undergraduate,Private,Upper-Middle,Bachelor,58.64,2.24,100.0,Low,6.04,3.83,0,Medium,Moderate,Rarely,5,6.77,7.37,0.19,10,1,Medium,23,98,74,72.37,10.0,75.78,B,Pass,Medium
STU_093614,18,Female,High School,Public,Upper-Middle,Bachelor,76.89,3.28,68.53,Low,3.21,2.51,1,Medium,Quiet,Daily,5,6.8,3.58,2.28,7,1,Easy,17,87,50,84.58,6.12,56.97,D,Pass,Low
STU_093615,20,Male,Undergraduate,Private,Middle,Master,80.92,3.15,61.01,High,2.63,2.29,0,Low,Quiet,Daily,4,6.88,4.76,7.23,10,1,Easy,11,86,58,60.64,10.0,67.47,C,Pass,Medium
STU_093616,14,Female,High School,Public,Low,Bachelor,54.61,2.1,69.54,Low,2.56,1.39,0,Low,Noisy,Rarely,5,6.0,7.97,2.37,10,1,Medium,25,99,63,79.0,10.0,61.56,D,Pass,Medium
STU_093617,15,Male,Undergraduate,Public,Upper-Middle,High School,71.71,2.97,68.88,Low,2.86,1.73,0,High,Noisy,Weekly,7,7.34,6.02,1.4,8,1,Medium,30,95,80,95.78,10.0,82.57,B,Pass,High
STU_093618,19,Female,Undergraduate,Private,Low,Associate,70.73,3.04,67.98,Medium,1.46,0.92,0,Medium,Quiet,Daily,4,7.62,5.7,4.06,7,1,Medium,3,87,55,100.0,6.51,62.2,D,Pass,Medium
STU_093619,16,Male,Undergraduate,Public,Upper-Middle,Associate,68.15,2.74,88.6,Medium,7.37,3.79,0,Medium,Quiet,Rarely,10,3.68,6.56,0.46,10,1,Medium,23,96,69,75.93,10.0,73.94,C,Pass,Medium
STU_093620,19,Male,Undergraduate,Private,Low,Master,78.78,3.17,92.04,High,6.92,5.55,0,High,Moderate,Weekly,7,9.54,6.47,0.88,6,1,Medium,9,91,70,65.49,4.99,79.03,B,Pass,Medium
STU_093621,14,Male,Undergraduate,Public,Lower-Middle,Associate,78.5,3.26,66.35,Medium,5.55,3.32,0,Medium,Moderate,Weekly,6,6.72,8.88,0.38,10,1,Medium,3,86,56,86.45,8.87,66.97,C,Pass,Medium
STU_093622,20,Female,Undergraduate,Public,Lower-Middle,High School,69.67,2.77,89.59,High,3.24,1.89,1,Low,Quiet,Daily,5,6.66,7.3,1.38,9,0,Hard,22,86,41,49.92,9.81,47.07,F,Fail,Low
STU_093623,17,Male,High School,Private,Lower-Middle,High School,82.76,3.23,66.52,Medium,0.5,0.32,0,Medium,Moderate,Rarely,3,8.05,6.3,0.02,10,1,Medium,1,94,35,100.0,9.66,37.74,F,Fail,Low
STU_093624,20,Female,Undergraduate,Private,Middle,Bachelor,78.98,3.08,79.84,High,2.14,1.35,0,Low,Noisy,Weekly,4,8.78,7.15,2.03,10,1,Easy,26,93,77,70.2,9.77,84.44,B,Pass,High
STU_093625,14,Female,High School,Public,Lower-Middle,Unknown,51.1,2.11,54.04,Medium,1.31,0.68,1,Medium,Moderate,Weekly,6,6.83,4.94,2.48,10,1,Medium,27,99,27,66.6,9.74,27.54,F,Fail,Low
STU_093626,14,Female,High School,Public,Low,Master,80.37,3.41,56.42,Medium,1.7,0.95,0,Medium,Quiet,Rarely,6,9.37,7.55,0.58,7,1,Easy,18,92,66,99.44,6.52,72.06,C,Pass,Medium
STU_093627,14,Female,Undergraduate,Charter,Middle,Bachelor,84.98,3.27,73.66,Low,2.98,1.63,0,High,Moderate,Weekly,8,6.16,5.64,2.48,7,1,Medium,29,85,75,100.0,8.4,87.43,A,Pass,High
STU_093628,16,Male,High School,Public,Lower-Middle,Master,53.9,2.06,93.53,Low,3.3,2.59,1,High,Noisy,Rarely,2,6.76,4.59,1.4,10,1,Medium,5,89,45,69.32,10.0,50.36,D,Pass,Low
STU_093629,20,Male,High School,Private,Low,Bachelor,65.97,2.74,81.55,High,3.56,2.64,0,Low,Noisy,Daily,6,9.31,3.06,1.72,10,1,Hard,17,98,58,64.77,10.0,59.67,D,Pass,Low
STU_093630,15,Male,High School,Public,High,High School,55.33,2.06,63.0,Medium,0.73,0.56,0,Medium,Noisy,Daily,8,6.98,9.97,0.5,10,1,Easy,26,90,55,92.63,10.0,61.24,D,Pass,Medium
STU_093631,16,Female,Undergraduate,Private,Middle,High School,65.95,2.45,39.96,Medium,1.57,0.89,0,Low,Moderate,Rarely,1,5.71,4.02,0.23,10,1,Hard,20,87,31,75.73,10.0,36.72,F,Fail,Low
STU_093632,17,Female,Undergraduate,Public,Low,High School,82.54,3.45,82.21,Low,0.93,0.74,0,High,Quiet,Rarely,4,8.29,6.91,3.43,10,1,Hard,10,88,51,84.65,8.68,59.65,D,Pass,Low
STU_093633,20,Female,High School,Public,Low,Bachelor,66.82,2.79,43.97,Medium,1.02,0.83,0,Medium,Quiet,Weekly,4,9.27,3.94,2.42,10,0,Hard,29,96,47,100.0,10.0,49.36,F,Fail,Low
STU_093634,15,Male,High School,Private,Lower-Middle,High School,75.12,3.14,56.38,Medium,3.91,3.37,0,Medium,Noisy,Rarely,12,7.0,3.26,0.72,8,1,Medium,30,97,75,67.99,8.74,77.68,B,Pass,Medium
STU_093635,17,Male,High School,Public,Low,Bachelor,70.08,2.63,73.61,Medium,2.82,1.52,0,Medium,Moderate,Rarely,3,8.53,6.01,3.0,10,1,Easy,22,98,55,67.13,10.0,55.89,D,Pass,Low
STU_093636,20,Male,High School,Public,Middle,High School,73.37,2.85,76.19,Medium,4.17,3.2,0,Low,Noisy,Weekly,4,6.83,5.96,2.43,10,1,Easy,29,92,55,82.11,6.84,60.97,D,Pass,Medium
STU_093637,15,Female,High School,Public,Middle,High School,69.96,2.77,63.84,High,2.35,2.02,1,High,Quiet,Daily,6,7.57,8.89,0.76,8,1,Medium,26,93,61,41.2,8.42,67.24,C,Pass,Medium
STU_093638,15,Male,Undergraduate,Public,High,Bachelor,83.08,3.48,90.17,High,3.93,3.13,0,Low,Moderate,Weekly,2,5.42,5.67,1.2,10,1,Medium,5,97,65,83.85,9.8,67.39,C,Pass,Medium
STU_093639,19,Male,High School,Public,Lower-Middle,Bachelor,74.08,2.92,77.11,Low,5.14,2.86,0,High,Moderate,Daily,8,4.26,4.68,0.72,10,1,Easy,29,93,70,78.58,8.43,75.85,B,Pass,Medium
STU_093640,14,Female,Undergraduate,Private,Lower-Middle,Master,51.5,2.78,76.25,High,1.77,1.15,1,Medium,Noisy,Daily,3,5.81,4.73,3.02,10,1,Easy,6,100,41,56.22,10.0,41.73,F,Fail,Low
STU_093641,14,Female,Undergraduate,Charter,Middle,High School,68.09,2.63,76.81,High,0.73,0.54,1,Medium,Noisy,Weekly,3,5.91,5.51,5.29,10,1,Medium,30,87,44,67.78,8.33,51.89,D,Pass,Low
STU_093642,16,Male,Undergraduate,Public,Lower-Middle,Bachelor,72.13,2.75,74.96,Low,1.51,1.27,0,Medium,Noisy,Weekly,4,7.1,5.97,2.0,10,1,Easy,24,85,67,68.47,10.0,77.36,B,Pass,Medium
STU_093643,15,Male,High School,Public,Middle,Bachelor,70.4,2.75,63.26,Medium,4.59,3.33,1,Medium,Quiet,Rarely,6,7.83,4.18,3.48,10,1,Medium,16,95,71,80.17,8.64,76.02,B,Pass,Medium
STU_093644,17,Female,High School,Public,Lower-Middle,Bachelor,57.79,2.78,72.81,Low,3.02,1.88,0,Medium,Noisy,Weekly,7,7.1,5.66,2.0,10,0,Medium,21,97,86,87.69,10.0,87.6,A,Pass,High
STU_093645,14,Male,High School,Private,Lower-Middle,Master,81.1,3.08,87.52,Low,4.41,3.46,0,Medium,Moderate,Rarely,7,7.28,6.68,0.24,8,1,Medium,18,96,72,82.86,7.44,75.59,B,Pass,Medium
STU_093646,19,Male,Undergraduate,Private,Middle,High School,74.44,3.23,78.68,High,2.02,1.17,1,Medium,Moderate,Weekly,4,7.15,5.45,2.47,10,1,Easy,27,87,73,85.57,10.0,84.05,B,Pass,High
STU_093647,17,Male,High School,Public,Low,Unknown,71.24,2.76,59.99,Medium,4.61,4.05,1,Medium,Noisy,Rarely,6,5.25,5.01,3.14,9,1,Medium,28,93,68,75.57,8.04,72.26,C,Pass,Medium
STU_093648,19,Female,High School,Private,Low,Master,55.06,2.08,69.86,Medium,1.99,1.14,0,High,Moderate,Weekly,3,9.06,3.92,0.71,10,1,Easy,8,90,42,74.72,10.0,46.83,F,Fail,Low
STU_093649,14,Male,High School,Private,Middle,Doctorate,69.93,2.72,44.47,Medium,3.32,2.61,0,High,Moderate,Daily,5,6.39,5.5,1.45,10,1,Hard,28,86,48,60.26,10.0,56.07,D,Pass,Low
STU_093650,15,Male,High School,Private,Middle,High School,84.94,3.55,81.85,Medium,4.46,3.8,0,Medium,Moderate,Weekly,8,6.01,4.17,0.84,10,1,Medium,4,92,54,97.62,9.35,59.14,D,Pass,Low
STU_093651,17,Male,High School,Public,Lower-Middle,Bachelor,58.84,2.53,76.11,Low,1.78,1.15,0,Low,Moderate,Daily,3,6.2,2.91,0.07,10,1,Hard,14,88,37,72.57,9.93,41.97,F,Fail,Low
STU_093652,16,Female,High School,Public,High,High School,69.36,2.81,88.36,Low,6.47,4.43,1,Medium,Moderate,Daily,8,7.06,5.64,1.27,8,1,Medium,6,86,61,72.97,6.11,69.77,C,Pass,Medium
STU_093653,20,Male,High School,Private,Lower-Middle,Bachelor,60.71,2.31,65.47,Medium,1.74,1.43,0,Medium,Quiet,Daily,12,6.92,6.77,5.6,10,1,Medium,7,98,64,79.0,8.49,65.4,C,Pass,Medium
STU_093654,16,Male,High School,Public,Upper-Middle,High School,61.56,2.83,96.66,High,2.37,1.81,0,Medium,Moderate,Weekly,6,5.96,7.47,0.01,10,1,Easy,18,99,74,95.2,7.68,74.83,C,Pass,Medium
STU_093655,16,Male,High School,Public,Middle,High School,71.27,3.07,63.77,Medium,3.43,2.73,1,Medium,Quiet,Daily,4,7.05,4.49,1.22,8,1,Easy,12,99,75,67.08,9.74,73.76,C,Pass,Medium
STU_093656,14,Female,Undergraduate,Public,Upper-Middle,Bachelor,55.28,2.41,67.84,Medium,3.7,1.96,0,High,Noisy,Weekly,4,6.69,5.36,1.25,10,1,Hard,11,89,53,79.0,10.0,57.72,D,Pass,Low
STU_093657,14,Female,Undergraduate,Public,Middle,Bachelor,67.45,2.55,55.84,Low,1.1,0.7,0,High,Noisy,Weekly,6,8.12,4.71,7.78,10,1,Easy,3,100,56,79.0,10.0,57.14,D,Pass,Low
STU_093658,16,Female,High School,Private,Middle,High School,63.78,2.77,93.34,Low,7.28,4.77,0,Medium,Noisy,Rarely,7,5.79,4.2,3.62,10,1,Medium,11,100,80,79.0,10.0,79.32,B,Pass,Medium
STU_093659,17,Male,Undergraduate,Private,Low,High School,80.79,3.29,73.56,High,3.99,2.62,0,Low,Quiet,Daily,5,7.86,6.17,2.7,10,1,Easy,30,92,68,74.95,10.0,73.65,C,Pass,Medium
STU_093660,14,Female,Undergraduate,Public,High,Doctorate,84.94,3.19,73.54,Low,2.41,2.1,0,Medium,Noisy,Daily,5,6.85,5.65,2.25,10,1,Medium,3,97,61,66.82,10.0,60.38,D,Pass,Medium
STU_093661,16,Female,Undergraduate,Public,Lower-Middle,Unknown,67.89,2.64,50.99,High,1.33,1.0,0,Medium,Noisy,Daily,1,7.69,4.78,0.48,10,1,Hard,11,99,49,76.41,9.8,45.6,F,Fail,Low
STU_093662,14,Male,Undergraduate,Private,Upper-Middle,High School,60.59,2.7,73.9,High,2.83,1.66,1,High,Quiet,Weekly,8,6.28,6.24,0.91,10,1,Hard,2,90,47,78.46,7.85,52.84,D,Pass,Low
STU_093663,18,Male,High School,Public,Lower-Middle,Doctorate,71.72,2.78,79.92,Medium,1.64,1.43,1,Low,Noisy,Daily,5,9.09,6.46,3.08,7,1,Hard,1,92,52,83.78,5.62,55.6,D,Pass,Low
STU_093664,17,Female,High School,Private,Middle,High School,80.8,3.38,74.33,Medium,1.6,1.4,0,Medium,Noisy,Rarely,3,7.18,4.98,7.39,10,1,Medium,14,95,72,99.57,10.0,74.93,C,Pass,Medium
STU_093665,15,Female,High School,Public,Low,Bachelor,70.59,2.79,82.0,Low,3.74,2.4,1,Low,Quiet,Weekly,7,6.73,5.24,3.06,10,1,Easy,26,91,68,96.98,10.0,74.17,C,Pass,Medium
STU_093666,17,Male,Undergraduate,Private,Lower-Middle,High School,49.84,1.95,72.05,Medium,1.53,1.3,1,Medium,Quiet,Weekly,2,6.44,5.97,0.79,10,1,Hard,4,97,9,78.42,8.81,11.07,F,Fail,Low
STU_093667,20,Male,High School,Public,Middle,Doctorate,69.34,2.84,93.06,High,4.1,2.3,0,Medium,Quiet,Daily,6,6.4,5.48,1.22,10,0,Medium,11,85,49,61.47,10.0,61.09,D,Pass,Medium
STU_093668,15,Male,High School,Private,Lower-Middle,Master,64.07,2.66,59.67,High,1.52,1.07,1,Low,Moderate,Weekly,4,5.8,4.52,2.72,10,1,Hard,29,93,47,82.17,7.2,52.15,D,Pass,Low
STU_093669,16,Female,Undergraduate,Public,Middle,Associate,64.36,2.56,64.0,Low,2.57,2.24,1,High,Noisy,Weekly,3,5.22,6.61,0.92,10,1,Hard,14,86,30,68.26,10.0,33.47,F,Fail,Low
STU_093670,14,Male,High School,Private,Middle,Bachelor,70.69,2.67,82.22,Low,5.65,2.98,0,Low,Moderate,Rarely,6,8.81,8.14,3.57,7,1,Medium,19,89,74,70.03,7.08,82.43,B,Pass,High
STU_093671,16,Female,High School,Public,Middle,Associate,55.16,2.29,44.83,Medium,1.57,1.11,0,Medium,Moderate,Weekly,3,8.33,5.14,3.43,9,1,Medium,10,89,37,74.49,7.35,42.28,F,Fail,Low
STU_093672,19,Female,High School,Public,Lower-Middle,Associate,84.1,2.78,55.58,Medium,2.22,1.33,0,High,Noisy,Weekly,10,8.06,5.53,1.6,10,1,Hard,30,99,91,100.0,8.44,89.3,A,Pass,High
STU_093673,15,Female,High School,Private,Middle,High School,72.2,2.82,88.31,High,3.18,1.6,0,Low,Moderate,Weekly,5,8.24,3.1,0.6,7,1,Easy,9,90,79,41.22,7.44,88.73,A,Pass,High
STU_093674,18,Female,High School,Public,Lower-Middle,Master,58.94,2.39,53.08,Medium,1.61,1.26,1,Low,Moderate,Daily,3,9.01,4.36,4.46,7,1,Easy,8,95,59,77.84,6.69,58.16,D,Pass,Low
STU_093675,15,Male,High School,Public,Low,Bachelor,67.13,2.66,64.44,Medium,5.72,3.28,0,Medium,Quiet,Weekly,3,6.31,5.46,4.45,10,1,Medium,28,93,53,62.75,9.11,54.77,D,Pass,Low
STU_093676,14,Female,High School,Public,Low,High School,61.53,2.22,81.42,High,2.45,1.5,1,Low,Moderate,Weekly,4,5.75,6.35,3.11,10,1,Medium,18,91,46,81.67,9.09,49.1,F,Fail,Low
STU_093677,18,Female,High School,Public,Low,Master,77.38,2.78,70.26,Medium,2.73,2.36,1,Medium,Quiet,Daily,9,7.37,2.8,3.07,8,1,Medium,3,98,80,93.43,4.9,80.48,B,Pass,High
STU_093678,14,Male,High School,Charter,Middle,Bachelor,65.81,2.54,76.03,Medium,3.44,2.8,0,Low,Noisy,Weekly,3,6.01,7.15,1.08,10,1,Hard,15,90,57,79.0,10.0,63.17,D,Pass,Medium
STU_093679,18,Female,Undergraduate,Private,Lower-Middle,High School,62.73,2.59,89.42,Low,7.48,6.52,1,Medium,Quiet,Weekly,8,8.1,3.49,4.0,6,1,Medium,17,93,72,85.5,6.63,75.87,B,Pass,Medium
STU_093680,14,Female,High School,Private,Middle,High School,96.28,4.0,100.0,Medium,9.09,7.83,0,Medium,Moderate,Weekly,6,7.97,5.22,5.0,7,1,Medium,1,86,79,98.53,6.12,94.23,A,Pass,High
STU_093681,15,Male,Undergraduate,Public,Lower-Middle,Master,75.23,3.06,65.67,Low,0.62,0.37,0,Medium,Quiet,Weekly,6,6.63,6.27,2.52,10,1,Medium,3,90,47,49.96,8.04,55.05,D,Pass,Low
STU_093682,15,Female,High School,Public,Lower-Middle,Unknown,90.17,3.74,51.25,Medium,4.23,2.56,1,Low,Noisy,Weekly,2,4.81,6.46,4.03,10,1,Easy,7,99,80,77.7,10.0,80.06,B,Pass,High
STU_093683,15,Female,Undergraduate,Charter,Low,High School,88.49,3.62,59.45,Low,5.99,4.61,0,High,Noisy,Rarely,5,7.88,4.88,5.64,10,1,Easy,22,92,83,69.55,8.52,89.65,A,Pass,High
STU_093684,15,Other,High School,Private,High,Bachelor,60.19,2.78,67.36,Low,0.88,0.48,0,Low,Quiet,Rarely,4,6.66,2.81,0.82,10,1,Easy,30,94,56,70.95,6.49,60.79,D,Pass,Medium
STU_093685,18,Male,High School,Charter,Upper-Middle,Master,64.67,2.68,77.04,Low,2.92,2.13,1,Medium,Noisy,Weekly,2,3.87,6.76,1.55,10,1,Easy,11,87,47,64.18,8.47,53.47,D,Pass,Low
STU_093686,20,Female,High School,Public,Low,Associate,72.58,2.76,78.04,High,1.0,0.54,1,High,Noisy,Daily,8,7.21,3.47,0.55,10,1,Hard,26,96,56,54.28,10.0,57.6,D,Pass,Low
STU_093687,17,Male,High School,Public,Middle,Bachelor,71.96,3.01,61.08,High,1.03,0.79,0,Low,Quiet,Weekly,6,6.76,5.37,0.31,8,1,Easy,15,92,65,81.23,9.97,71.69,C,Pass,Medium
STU_093688,17,Female,High School,Private,Middle,Master,75.52,2.84,59.07,Low,3.31,2.05,0,Medium,Noisy,Weekly,3,5.31,4.97,0.68,10,1,Hard,16,100,25,73.37,9.51,25.23,F,Fail,Low
STU_093689,20,Female,Undergraduate,Public,High,Bachelor,93.96,3.75,78.31,High,0.66,0.54,0,High,Moderate,Weekly,5,8.28,5.37,1.64,10,1,Medium,10,92,83,82.09,10.0,90.27,A,Pass,High
